wedge8x8	bottom	C=2	pushfirst	stuck	68
wedge8x8	bottom	C=4	greedy	stuck	72
wedge8x8	bottom	C=4	pushfirst	stuck	72
wedge8x8	rr	C=1	greedy	stuck	66
wedge8x8	rr	C=1	pushfirst	stuck	66
wedge8x8	rr	C=2	greedy	stuck	68
wedge8x8	rr	C=2	pushfirst	stuck	68
wedge8x8	rr	C=4	greedy	stuck	72
wedge8x8	rr	C=4	pushfirst	stuck	72
wedge8x8	demand	C=1	greedy	terminal	276
wedge8x8	demand	C=1	pushfirst	terminal	276
wedge8x8	demand	C=2	greedy	terminal	276
wedge8x8	demand	C=2	pushfirst	terminal	276
wedge8x8	demand	C=4	greedy	terminal	276
wedge8x8	demand	C=4	pushfirst	terminal	276
rand2	bottom	C=1	greedy	stuck	294
rand2	bottom	C=1	pushfirst	stuck	294
rand2	bottom	C=2	greedy	stuck	296
rand2	bottom	C=2	pushfirst	stuck	241
rand2	bottom	C=4	greedy	stuck	303
rand2	bottom	C=4	pushfirst	stuck	248
rand2	rr	C=1	greedy	stuck	251
rand2	rr	C=1	pushfirst	stuck	251
rand2	rr	C=2	greedy	stuck	258
rand2	rr	C=2	pushfirst	stuck	241
rand2	rr	C=4	greedy	stuck	258
rand2	rr	C=4	pushfirst	stuck	248
rand2	demand	C=1	greedy	stuck	531
rand2	demand	C=1	pushfirst	stuck	531
rand2	demand	C=2	greedy	stuck	531
rand2	demand	C=2	pushfirst	stuck	531
rand2	demand	C=4	greedy	stuck	531
rand2	demand	C=4	pushfirst	stuck	531
